"Product Category",Brand,Comments,"Repair Status","Spare parts (needed/used)",Event,Group,Date
Printer/scanner,HP,"B+W fixed",Fixed,No,"The Goodlife Centre","The Goodlife Centre",2018-01-28
Lamp,,"Lamp- Fuse needed",Repairable,No,"The Goodlife Centre","The Goodlife Centre",2018-01-28
Lamp,,"Loose connection",Fixed,No,"The Goodlife Centre","The Goodlife Centre",2018-01-28
"Small kitchen item",,"Weighing scale. Advised on how to get around broken battery cover.",Repairable,No,"The Goodlife Centre","The Goodlife Centre",2018-01-28
"Small kitchen item",,"Blender - Repaired worn blade connection with Formcard",Fixed,No,"The Goodlife Centre","The Goodlife Centre",2018-01-28
Misc,,"Pulse oximeter - Need replacement",Repairable,No,"The Goodlife Centre","The Goodlife Centre",2018-01-28
"Laptop medium",,"deleted multiple antivirus software and now it's running fine!",Fixed,No,"Athlone Hall ","Restart HQ",2017-10-25
"PC Accessory",,"Hard Drive - Had a part stuck in it. Restarter pulled it out (difficult!)",Fixed,No,"Athlone Hall ","Restart HQ",2017-10-25
"PC Accessory",,"Hard drive-advice was needed and advice was given!",Fixed,No,"Athlone Hall ","Restart HQ",2017-10-25
"Digital Compact Camera",Panasonic,"2 x faults, battery stuck (can't charge) and lens cover stuck...butter was removed and charged, lens cover was opened (now won't close) but otherwise camera works as normal",Fixed,No,"Athlone Hall ","Restart HQ",2017-10-25
"Handheld entertainment device",Amazon,"Device will not turn on. Probably still in warranty, customer to investigate.",Repairable,No,"Athlone Hall ","Restart HQ",2017-10-25
"Handheld entertainment device",Amazon,"device will not turn on. was too hard for our team","End of life",No,"Athlone Hall ","Restart HQ",2017-10-25
Mobile,Apple,"possibly repairable but beyond the capabilities of our team",Repairable,No,"Athlone Hall ","Restart HQ",2017-10-25
Tablet,Samsung,"needs driver...some progress but still needs work",Fixed,No,"Athlone Hall ","Restart HQ",2017-10-25
"Small kitchen item",,"nut grinder - a loose part was glued back into place",Fixed,No,"Athlone Hall ","Restart HQ",2017-10-25
"Desktop computer",Dell,"Powers off after a few seconds. Work in progress, possible power supply",Repairable,No,"Kentish Town Community Centre","Restart HQ",2017-06-12
"Desktop computer",,"More time needed",Repairable,No,"Kentish Town Community Centre","Restart HQ",2017-06-12
"Laptop medium",Toshiba,"Weird Software issue - gave advice, need more time",Repairable,No,"Kentish Town Community Centre","Restart HQ",2017-06-12
"PC Accessory",,"Power Supply - rewired and fixed",Fixed,No,"Kentish Town Community Centre","Restart HQ",2017-06-12
Mobile,Apple,"Inconsistent WiFi",Fixed,No,"Kentish Town Community Centre","Restart HQ",2017-06-12
Tablet,Microsoft,"Need to back up device and something else Advice given on safe disposal",Repairable,No,"Kentish Town Community Centre","Restart HQ",2017-06-12
"Musical instrument",Leetac,"Multimusic device - lights but no sound. User issue, advice given",Fixed,No,"Kentish Town Community Centre","Restart HQ",2017-06-12
"TV and gaming-related accessories",,"Remote Control - faulty connection repaired by soldering joint",Fixed,No,"Kentish Town Community Centre","Restart HQ",2017-06-12
"Hair & Beauty item",Esteam,"Clothing Steamer. Is dead. Issue with adaptor, workaround created",Fixed,No,"Kentish Town Community Centre","Restart HQ",2017-06-12
"Hair & Beauty item",Braun,"Battery shaver. Not working, fixed",Fixed,No,"Kentish Town Community Centre","Restart HQ",2017-06-12
Kettle,Kenco,"Dodgy switch","End of life",No,"Kentish Town Community Centre","Restart HQ",2017-06-12
Kettle,"Russell Hobbs",,Fixed,No,"Kentish Town Community Centre","Restart HQ",2017-06-12
Misc,,"Tape punch puncher Sticking solenoid",Repairable,No,"Kentish Town Community Centre","Restart HQ",2017-06-12
"Laptop medium",Apple,"Slow and buggy (possible malware)",Fixed,No,"Kentish Town ","Restart HQ",2017-12-18
"Laptop medium",,"Running slow",Repairable,No,"Kentish Town ","Restart HQ",2017-12-18
"Laptop medium",HP,"Noisy fan",Fixed,No,"Kentish Town ","Restart HQ",2017-12-18
"Laptop medium",Apple,"Black macbook - needs speeding up",Fixed,No,"Kentish Town ","Restart HQ",2017-12-18
"Laptop medium",Samsung,"Notebook - not charging. Needs part for fix","End of life",No,"Kentish Town ","Restart HQ",2017-12-18
"Laptop medium",Dell,"Running slow",Fixed,No,"Kentish Town ","Restart HQ",2017-12-18
"Laptop medium",ASUS,"Loose charging port",Fixed,No,"Kentish Town ","Restart HQ",2017-12-18
"Laptop medium",Apple,"Running slow",Fixed,No,"Kentish Town ","Restart HQ",2017-12-18
"PC Accessory",HP,"Travel adaptor for Laptop - Plug needed resoldering",Fixed,No,"Kentish Town ","Restart HQ",2017-12-18
"PC Accessory",,"Multiple Hard Drives - do not power up, needed testing",Fixed,No,"Kentish Town ","Restart HQ",2017-12-18
"PC Accessory",Apple,"Frayed cable",Fixed,No,"Kentish Town ","Restart HQ",2017-12-18
"Handheld entertainment device",Sony,"Chews tape",Repairable,No,"Kentish Town ","Restart HQ",2017-12-18
Headphones,Sennheiser,"Needs soldering",Fixed,No,"Kentish Town ","Restart HQ",2017-12-18
Tablet,Tesco,"Does not turn on","End of life",No,"Kentish Town ","Restart HQ",2017-12-18
"Hi-Fi separates",JVC,"CD/Tape machine - not working (made a bang)","End of life",No,"Kentish Town ","Restart HQ",2017-12-18
"Portable radio",Sony,"Doesn't turn on",Fixed,No,"Kentish Town ","Restart HQ",2017-12-18
Projector,,"Spanish - no power. Ran out of time to diagnose","End of life",No,"Kentish Town ","Restart HQ",2017-12-18
"TV and gaming-related accessories",Yamaha,"Remote control - stopped working due to contacts needing a clean.",Fixed,No,"Kentish Town ","Restart HQ",2017-12-18
Misc,CATEYE,"Bike light - turns off mid ride. Diagnosed, ran out of time for fix",Repairable,No,"Kentish Town ","Restart HQ",2017-12-18
"Handheld entertainment device",,"Portable CD player - Wire had come of speaker",Fixed,No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
Headphones,,"No repair, needs parts. Referred to Hackspace",Repairable,No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
Headphones,,"No repair, needs parts. Referred to Hackspace",Repairable,No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
Mobile,,"Windows phone, needs advice on anti virus software not available at event",Repairable,No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
Tablet,Apple,"Not starting up","End of life",No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
Tablet,Apple,"Cracked screen, parts not available at the event",Repairable,No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
"Portable radio",,"Power getting to board, checked but no life","End of life",No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
"Portable radio",Technika,"Faulty LCD, no parts needed",Fixed,No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
"Portable radio",Roberts,"Loose tuner and poor reception",Fixed,No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
"Portable radio",Roberts,"Faulty dc socket",Repairable,No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
"Portable radio",,"Faulty socket from mains, low voltage cable",Repairable,No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
Lamp,,"Table lamp, 1970s - Needed rewiring. Owner went and bought wire to complete the repair",Fixed,No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
Lamp,,"Fuse blown",Fixed,No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
"Power tool",Dremel,"Drill - Purchased from the States, not compatible with UK power supply","End of life",No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
"Power tool",,"Circular saw - Not turning well, parts needed. Referred to Backspace",Repairable,No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
"Power tool",,"Drill - Defect in cable, cut back and reattached.",Fixed,No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
Toy,"Hot Wheels","Base starion - Corroded battery connector",Fixed,No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
Vacuum,Dyson,"Needs security screw driver. Looks to be full of dirt",Repairable,No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
Vacuum,VAX,"New plug needed to be fitted by owner",Repairable,No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
Misc,Kewtech,"Electrical tester - Battery leak and battery stick in device",Fixed,No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
Misc,,"Steam mop - Not working. Checked wiring",Repairable,No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
Misc,BT,"Referred to Hackspace, loose connection?",Repairable,No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
Misc,Pure,"Lid stuck",Fixed,No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
Misc,,"Clock radio - Faulty PCB, press switches needed",Repairable,No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
Misc,,"Steam mop - Motor pump operating weakly. No access to unit","End of life",No,"Sherwood Methodist Church","Nottingham Fixers",2018-02-03
"Laptop large",HP,"Problem not found",Repairable,No,"LCIL West End Neighbourhood Centre","Leicester Fixers",2018-01-27
"Paper shredder",,Shredder,Fixed,No,"LCIL West End Neighbourhood Centre","Leicester Fixers",2018-01-27
"Handheld entertainment device",Apple,"Advice given",Repairable,No,"LCIL West End Neighbourhood Centre","Leicester Fixers",2018-01-27
"Handheld entertainment device",Apple,,Repairable,No,"LCIL West End Neighbourhood Centre","Leicester Fixers",2018-01-27
"Handheld entertainment device",,,Repairable,No,"LCIL West End Neighbourhood Centre","Leicester Fixers",2018-01-27
Mobile,,,Repairable,No,"LCIL West End Neighbourhood Centre","Leicester Fixers",2018-01-27
Mobile,,,"End of life",No,"LCIL West End Neighbourhood Centre","Leicester Fixers",2018-01-27
Tablet,HP,"issue with password. connected to wifi in order to get access to factory settings to modify password and get into device",Fixed,No,"LCIL West End Neighbourhood Centre","Leicester Fixers",2018-01-27
"Hi-Fi integrated",,,Repairable,No,"LCIL West End Neighbourhood Centre","Leicester Fixers",2018-01-27
"Hi-Fi integrated",,,Repairable,No,"LCIL West End Neighbourhood Centre","Leicester Fixers",2018-01-27
"Portable radio",,,Fixed,No,"LCIL West End Neighbourhood Centre","Leicester Fixers",2018-01-27
"Hair & Beauty item",,"electrical wire fixed need to build a moveable swich",Repairable,No,"LCIL West End Neighbourhood Centre","Leicester Fixers",2018-01-27
"Hair & Beauty item",,,Repairable,No,"LCIL West End Neighbourhood Centre","Leicester Fixers",2018-01-27
"Hair & Beauty item",,,Repairable,No,"LCIL West End Neighbourhood Centre","Leicester Fixers",2018-01-27
"Small kitchen item",,blender,Fixed,No,"LCIL West End Neighbourhood Centre","Leicester Fixers",2018-01-27
"Small kitchen item",,,Repairable,No,"LCIL West End Neighbourhood Centre","Leicester Fixers",2018-01-27
Vacuum,Electrolux,"The motor is probably gone. the fuse has shortened","End of life",No,"LCIL West End Neighbourhood Centre","Leicester Fixers",2018-01-27
Vacuum,Electrolux,"hair stuck cleaned the device and it worked",Fixed,No,"LCIL West End Neighbourhood Centre","Leicester Fixers",2018-01-27
"TV and gaming-related accessories",Panasonic,"failed power supply board",Repairable,No,"The Goodlife Centre","The Goodlife Centre",2018-01-28
Lamp,"Tom Dixon","Loose connection in Euro to UK mains adaptor. just needed tightening",Fixed,No,"The Goodlife Centre","The Goodlife Centre",2018-01-28
Misc,,"Shopping Trolley, Wheel Clip",Fixed,No,"Reading International Solidarity Centre","Reading Repair Café",2018-01-21
Misc,Dimplex,"Electric space heater,",Fixed,No,"Reading International Solidarity Centre","Reading Repair Café",2018-01-21
"Laptop medium",,"download needed",Repairable,No,"Queens Park Arts Centre","Restarters Aylesbury",2018-01-20
Printer/scanner,,"cleaned print heads",Fixed,No,"Queens Park Arts Centre","Restarters Aylesbury",2018-01-20
"Digital Compact Camera",,"flash unit battery corroded",Fixed,No,"Queens Park Arts Centre","Restarters Aylesbury",2018-01-20
Mobile,Samsung,"broken screen",Fixed,No,"Queens Park Arts Centre","Restarters Aylesbury",2018-01-20
Mobile,Sony,"broken screen",Fixed,No,"Queens Park Arts Centre","Restarters Aylesbury",2018-01-20
"Hi-Fi separates",,"cassette deck, one deck of two not working. No cassette to test. Follow up fix at Men in Sheds",Repairable,No,"Queens Park Arts Centre","Restarters Aylesbury",2018-01-20
"Portable radio",,"Digital radio cable not working. needs diode. Follow up fix at Men in Sheds",Repairable,No,"Queens Park Arts Centre","Restarters Aylesbury",2018-01-20
"Hair & Beauty item",,"heated hairbrush/dryer. Moving part not moving. Needs diodes. Follow up fix at Men in Sheds",Repairable,No,"Queens Park Arts Centre","Restarters Aylesbury",2018-01-20
Vacuum,Dyson,"motor needs replacing. Follow up fix at Men in Sheds",Repairable,No,"Queens Park Arts Centre","Restarters Aylesbury",2018-01-20
Vacuum,,"Suction not working. needs new board. Follow up fix at Men in Sheds",Repairable,No,"Queens Park Arts Centre","Restarters Aylesbury",2018-01-20
Misc,,"pressure washer no pressure",Fixed,No,"Queens Park Arts Centre","Restarters Aylesbury",2018-01-20
Misc,,"glue gun",Fixed,No,"Queens Park Arts Centre","Restarters Aylesbury",2018-01-20
Misc,,"glue gun","End of life",No,"Queens Park Arts Centre","Restarters Aylesbury",2018-01-20
Misc,,"overlocking machine",Fixed,No,"Queens Park Arts Centre","Restarters Aylesbury",2018-01-20
Misc,,"wooden chair, supports missing. Follow up fix at Men in Sheds",Repairable,No,"Queens Park Arts Centre","Restarters Aylesbury",2018-01-20
Misc,,"Follow up fix at Men in Sheds",Repairable,No,"Queens Park Arts Centre","Restarters Aylesbury",2018-01-20
Misc,,"Ottoman. Advice given. Follow up fix at Men in Sheds",Repairable,No,"Queens Park Arts Centre","Restarters Aylesbury",2018-01-20
Misc,,"very large infrared heated mirror. Inspected and advice given.",Repairable,No,"Queens Park Arts Centre","Restarters Aylesbury",2018-01-20
Misc,,"wooden mirror stand. Follow up fix at Men in Sheds",Repairable,No,"Queens Park Arts Centre","Restarters Aylesbury",2018-01-20
Misc,,"necklace rethreaded",Fixed,No,"Queens Park Arts Centre","Restarters Aylesbury",2018-01-20
Misc,,"necklace magnetic fastener. Problem identified and advice given.",Repairable,No,"Queens Park Arts Centre","Restarters Aylesbury",2018-01-20
"Laptop medium",,"new hard drive needed. Follow up fix at Men in Sheds",Repairable,No,"Queens Park Arts Centre","Restarters Aylesbury",2018-01-20
"Hi-Fi separates",,"blutooth speaker",Repairable,No,"Kingsgate Community Centre","Restarters Kilburn",2018-01-14
"Hi-Fi separates",,amp,"End of life",No,"Kingsgate Community Centre","Restarters Kilburn",2018-01-14
"Small kitchen item",Taurus,"hand blender","End of life",No,"Kingsgate Community Centre","Restarters Kilburn",2018-01-14
Toaster,"Russell Hobbs",,"End of life",No,"Kingsgate Community Centre","Restarters Kilburn",2018-01-14
Toy,,"snoring santa",Repairable,No,"Kingsgate Community Centre","Restarters Kilburn",2018-01-14
"Laptop medium",Toshiba,,Fixed,No,"Kingsgate Community Centre","Restarters Kilburn",2018-01-14
"Handheld entertainment device",JVC,walkman,Fixed,No,"Kingsgate Community Centre","Restarters Kilburn",2018-01-14
"Handheld entertainment device",Sony,"walkman - replace belt",Repairable,No,"Kingsgate Community Centre","Restarters Kilburn",2018-01-14
"Handheld entertainment device",Sony,"walkman - replace belt",Repairable,No,"Kingsgate Community Centre","Restarters Kilburn",2018-01-14
